temp,pressure,ax,ay,az,gx,gy,gz,mx,my,mz,nano,t
29.97,841.7555974953481,-0.6655880615234374,-0.22026655273437498,9.227253198242186,-4.0,-0.9923664122137404,-1.3893129770992367,2,2226.454731
29.95,841.6923570406045,-0.70868369140625,-0.27293898925781246,9.299079248046874,-1.9694656488549618,-1.0,-1.4351145038167938,3,4453.447475
29.92,841.6829057036075,-0.689530078125,-0.22026655273437498,9.265560424804686,-4.068702290076335,-0.648854961832061,-1.213740458015267,4,6680.977677
29.89,841.6899166972361,-0.6631938598632812,-0.055066638183593745,9.418789331054686,-3.9083969465648853,-0.9236641221374046,-2.618320610687023,5,8909.056867
29.87,841.6838005565747,-0.7422025146484375,-0.2561795776367187,9.311050256347656,-5.862595419847328,-0.8244274809160306,-1.2748091603053435,6,11137.68529
29.85,841.7041643760246,-0.7110778930664062,-0.19632453613281248,9.330203869628905,-5.809160305343512,-0.6183206106870229,-1.4045801526717556,7,13366.862808
29.83,841.7747303756395,-0.6584054565429687,-0.25139117431640623,9.423577734375,-3.8931297709923665,-0.8549618320610687,-1.366412213740458,8,15596.589483
29.81,841.7215087863489,-0.7709329345703124,-0.21068974609375,9.121908325195312,-3.946564885496183,-0.8854961832061069,-1.213740458015267,9,17826.865332
29.79,841.7117674762375,-0.737414111328125,-0.20829554443359374,9.282319836425781,-3.969465648854962,-0.6641221374045801,-1.3893129770992367,10,20057.690153000003
29.76,841.719021389303,-0.7493851196289062,-0.1867477294921875,9.205705383300781,-3.969465648854962,-0.9618320610687023,-1.3358778625954197,11,22289.063969000003
29.73,841.7563877467381,-0.70868369140625,-0.22744915771484372,9.325415466308593,-4.1679389312977095,-0.9694656488549618,-1.2442748091603053,12,24520.992404000004
29.71,841.6998282633213,-0.7398083129882812,-0.20350714111328125,9.373299499511718,-4.137404580152672,-0.6335877862595419,-1.4732824427480915,13,26753.470018000004
29.68,841.696780561932,-0.7493851196289062,-0.2346317626953125,9.313444458007812,-4.106870229007634,-1.0305343511450382,-1.2748091603053435,14,28986.496742000003
29.66,841.7168879369551,-0.679953271484375,-0.2537853759765625,9.306261853027344,-4.1679389312977095,-0.5419847328244275,-1.3587786259541985,15,31220.072636000004
29.64,841.6937637066784,-0.7493851196289062,-0.239420166015625,9.311050256347656,-4.015267175572519,-0.7480916030534351,-1.366412213740458,16,33454.19747100001
29.62,841.7241439886716,-0.7302315063476562,-0.2609679809570312,9.241618408203124,-4.114503816793893,-0.44274809160305345,-1.2061068702290076,17,35688.871316000004
29.6,841.7180058482461,-0.63206923828125,-0.22026655273437498,9.220070593261719,-3.954198473282443,-1.0534351145038168,-1.4351145038167938,18,37924.09405000001
29.59,841.707984678997,-0.7134720947265625,-0.19153613281249998,9.457096557617186,-4.00763358778626,-0.8091603053435115,-1.297709923664122,19,40159.876305000005
29.57,841.6884698430741,-0.6344634399414062,-0.29448680419921874,9.275137231445312,-5.801526717557252,-0.7557251908396947,-1.1145038167938932,20,42396.207586000004
29.55,841.7857145308636,-0.6751648681640625,-0.011971008300781249,9.050082275390624,-21.50381679389313,-14.885496183206106,1.0305343511450382,21,44633.087895000004
29.53,841.7057486335586,-1.8028338500976562,-0.5722141967773438,9.112331518554686,-9.282442748091603,0.3511450381679389,-2.6564885496183206,22,46870.519661000006
29.49,841.6728680737529,-1.5203180541992187,-1.2808978881835937,10.110713610839843,-4.519083969465649,-0.7862595419847328,-0.0916030534351145,23,49108.50034800001
29.46,841.6734133568725,-1.4341267944335936,-0.7996633544921875,9.306261853027344,1.6564885496183206,0.24427480916030533,1.4427480916030535,24,51347.02979400001
29.45,841.6502856824834,-2.839523168945312,-0.2705447875976562,8.33182177734375,-14.709923664122137,11.366412213740459,1.7328244274809161,25,53586.10824300001
29.42,841.7274513225021,-2.2673089721679687,-0.7445967163085937,7.575254052734374,18.83206106870229,11.610687022900763,11.717557251908397,26,55825.73585000001
29.39,841.6475027264202,-2.7054478759765623,-1.0558429321289062,9.203311181640624,0.5877862595419847,-1.3282442748091603,-1.5419847328244274,27,58065.91239200001
29.37,841.6747731326645,-2.817975354003906,-0.4572925170898437,8.858546142578124,-3.5801526717557253,1.3587786259541985,-0.7938931297709924,28,60306.638238000014
29.36,841.6580681945466,-2.920926025390625,-0.32082302246093747,8.535328918457031,-1.4427480916030535,2.6106870229007635,-1.3969465648854962,29,62547.912916000016
29.34,841.6315975536604,-2.8610709838867185,-0.3112462158203125,8.609549169921875,-4.290076335877862,-2.1526717557251906,0.7480916030534351,30,64789.73668400002
29.32,841.6084681295771,-3.0980969482421874,-0.39264907226562495,8.465897070312499,-3.2213740458015265,-4.198473282442748,-1.83206106870229,31,67032.10931200002
29.31,841.618759383859,-2.5570073730468748,-0.277727392578125,8.736441857910156,-2.9923664122137406,-9.98473282442748,2.519083969465649,32,69275.03629900001
29.29,841.6491055369303,-1.5203180541992187,-0.19393033447265623,9.986215124511718,-24.977099236641223,-27.564885496183205,3.8931297709923665,33,71518.51239400002
29.28,841.6593942059902,-1.8770541015625,-0.8307879760742187,10.002974536132811,-12.206106870229007,-2.3053435114503817,-2.3435114503816794,34,73762.53751200002
29.27,841.679709007921,-1.7836802368164062,-0.5099649536132812,10.639832177734375,7.99236641221374,11.374045801526718,-6.732824427480916,35,76007.11140100003
29.25,841.6799710206725,-2.6216508178710938,-0.7302315063476562,9.931148486328125,12.572519083969466,-18.404580152671755,14.022900763358779,36,78252.23419600003
29.23,841.7067085478168,-1.8435352783203125,0.7422025146484375,8.437166650390624,-22.251908396946565,-17.31297709923664,3.183206106870229,37,80497.90582900004
29.22,841.713650953799,-0.2920926025390625,-0.11731588134765625,8.923189587402343,-9.572519083969466,0.5267175572519084,12.687022900763358,38,82744.12642100004
