temp,pressure,ax,ay,az,gx,gy,gz,mx,my,mz,nano,t
-999,-999,-0.027,-0.002,0.994,-1.778,0.587,0.366,28.78,11.658,-16.812,55,12191.350083999998
-999,-999,-0.028,-0.002,0.992,-1.724,0.519,0.412,28.051,12.751,-15.061,56,12431.282516999998
-999,-999,-0.026,-0.002,0.993,-1.823,0.534,0.412,29.144,11.293,-17.162,57,12671.729510999998
-999,-999,-0.027,-0.005,0.992,-1.808,0.45,0.359,29.873,10.565,-17.863,58,12912.691347999998
-999,-999,-0.027,-0.005,0.989,-1.778,0.427,0.465,28.051,11.293,-16.111,59,13154.167721999998
-999,-999,-0.027,-0.005,0.991,-1.755,0.496,0.465,27.869,10.383,-17.337,60,13396.158732999998
-999,-999,-0.027,-0.005,0.99,-1.717,0.572,0.458,27.687,10.565,-17.162,61,13638.664570999998
-999,-999,-0.03,-0.003,0.991,-1.755,0.565,0.435,29.509,10.929,-17.863,62,13881.685050999997
-999,-999,-0.027,-0.005,0.989,-1.831,0.465,0.473,27.141,11.476,-16.637,63,14125.220165999997
-999,-999,-0.028,-0.001,0.994,-1.724,0.45,0.458,29.144,12.022,-17.162,64,14369.269950999997
-999,-999,-0.028,-0.002,0.995,-1.785,0.504,0.473,28.962,11.84,-16.987,65,14613.834471999997
-999,-999,-0.028,0.0,0.989,-1.74,0.504,0.381,28.051,10.565,-16.812,66,14859.170461999996
-999,-999,-0.03,-0.002,0.993,-1.74,0.511,0.488,27.505,10.018,-15.936,67,15105.021022999996
-999,-999,-0.026,-0.0,0.991,-1.823,0.526,0.374,28.416,12.022,-17.162,68,15351.386262999995
-999,-999,-0.027,-0.003,0.99,-1.801,0.351,0.458,27.141,10.383,-18.038,69,15598.266214999994
-999,-999,-0.028,-0.003,0.993,-1.74,0.458,0.45,28.598,10.383,-16.287,70,15845.660807999993
-999,-999,-0.028,-0.004,0.99,-1.732,0.488,0.298,29.144,12.022,-14.71,71,16093.569869999994
-999,-999,-0.028,-0.003,0.991,-1.724,0.458,0.359,28.416,9.836,-16.462,72,16341.993662999994
-999,-999,-0.025,-0.003,0.994,-1.816,0.519,0.32,28.598,12.204,-16.637,73,16590.932028999992
-999,-999,-0.028,-0.002,0.988,-1.747,0.427,0.504,27.869,11.111,-16.987,74,16840.38522599999
-999,-999,-0.028,-0.002,0.992,-1.793,0.465,0.389,30.419,11.111,-15.586,75,17090.35315799999
-999,-999,-0.029,-0.002,0.991,-1.648,0.443,0.45,28.051,11.658,-15.411,76,17340.839674999992
-999,-999,-0.027,-0.002,0.989,-1.762,0.603,0.404,29.327,11.84,-18.038,77,17591.84104799999
-999,-999,-0.027,-0.002,0.991,-1.816,0.58,0.435,28.234,11.84,-16.987,78,17843.356975999992
-999,-999,-0.027,-0.003,0.99,-1.717,0.603,0.366,27.687,12.386,-16.812,79,18095.38745999999
-999,-999,-0.028,-0.004,0.99,-1.747,0.58,0.427,29.144,11.293,-16.462,80,18347.93262699999
-999,-999,-0.028,-0.006,0.992,-1.686,0.488,0.412,27.869,11.476,-16.987,81,18600.99242599999
-999,-999,-0.028,-0.004,0.992,-1.762,0.511,0.404,28.598,10.747,-15.236,82,18854.56690599999
-999,-999,-0.028,-0.002,0.991,-1.831,0.511,0.389,28.051,10.565,-17.162,83,19108.65592799999
-999,-999,-0.027,-0.001,0.992,-1.823,0.519,0.381,27.687,12.386,-16.812,84,19363.25981199999
-999,-999,-0.027,-0.003,0.99,-1.701,0.465,0.366,26.959,10.929,-17.162,85,19618.37828099999
-999,-999,-0.027,-0.004,0.992,-1.747,0.412,0.328,27.687,12.022,-16.812,86,19874.014461999992
-999,-999,-0.027,-0.002,0.995,-1.724,0.496,0.374,28.962,11.111,-16.987,87,20130.16539999999
-999,-999,-0.027,-0.003,0.991,-1.801,0.511,0.404,28.598,11.476,-17.337,88,20386.83096399999
-999,-999,-0.027,-0.004,0.991,-1.717,0.519,0.443,28.962,12.204,-17.337,89,20644.01122599999
-999,-999,-0.028,-0.002,0.99,-1.808,0.519,0.381,28.962,10.383,-15.936,90,20901.706155999993
-999,-999,-0.028,-0.005,0.991,-1.816,0.603,0.427,28.78,11.658,-16.812,91,21159.915575999992
-999,-999,-0.029,-0.005,0.989,-1.762,0.549,0.443,27.869,11.476,-18.038,92,21418.63971799999
-999,-999,-0.028,-0.003,0.992,-1.724,0.519,0.45,29.873,12.386,-16.812,93,21677.87837599999
-999,-999,-0.029,-0.003,0.989,-1.816,0.458,0.389,28.78,13.115,-16.462,94,21937.63179999999
-999,-999,-0.028,-0.002,0.994,-1.755,0.618,0.427,27.505,11.476,-15.936,95,22197.899915999988
-999,-999,-0.029,-0.003,0.991,-1.778,0.519,0.45,27.869,11.111,-16.637,96,22458.685836999986
-999,-999,-0.028,-0.004,0.992,-1.701,0.412,0.351,28.962,10.747,-16.637,97,22719.986306999985
-999,-999,0.029,0.05,1.0,-2.579,0.435,19.15,26.959,11.293,-17.162,98,22981.801462999985
-999,-999,-0.116,-0.002,1.008,-6.279,1.175,68.375,23.498,12.569,-17.337,99,23244.131261999984
-999,-999,0.033,0.05,0.984,-1.129,-0.603,57.808,18.762,13.297,-15.936,100,23506.975796999985
-999,-999,-0.062,-0.021,1.0,-2.434,-0.16,21.187,16.94,9.29,-15.936,101,23770.334924999985
-999,-999,-0.014,0.011,0.99,-1.778,0.679,0.458,18.215,8.015,-15.411,102,24034.208815999984
-999,-999,-0.014,0.01,0.994,-1.717,0.648,0.412,16.212,7.468,-15.236,103,24298.597237999984
-999,-999,0.022,0.051,0.994,-1.625,0.725,-13.718,18.033,10.018,-14.535,104,24563.500433999983
-999,-999,-0.023,0.013,0.993,-1.564,1.854,-2.67,19.126,9.654,-15.586,105,24828.918279999983
-999,-999,-0.04,0.009,0.992,-1.808,0.443,0.519,18.944,12.022,-15.761,106,25094.853740999984
-999,-999,-0.049,-0.003,0.991,-1.724,0.435,0.404,19.855,11.476,-16.287,107,25361.303794999985
-999,-999,-0.051,-0.002,0.989,-1.709,0.504,0.45,18.215,11.658,-16.462,108,25628.268391999984
-999,-999,-0.05,-0.002,0.99,-1.709,0.542,0.404,19.855,10.747,-15.236,109,25895.747481999984
-999,-999,-0.052,-0.0,0.988,-1.762,0.465,0.465,19.855,12.933,-15.586,110,26163.741268999984
-999,-999,-0.05,-0.001,0.989,-1.785,0.458,0.45,20.948,12.569,-17.337,111,26432.249766999983
-999,-999,-0.048,-0.001,0.991,-1.808,0.534,0.443,20.401,10.201,-16.462,112,26701.272997999982
-999,-999,-0.049,-0.002,0.992,-1.77,0.587,0.359,18.762,11.84,-15.236,113,26970.81634499998
-999,-999,-0.048,-0.0,0.99,-1.778,0.557,0.42,19.126,10.018,-15.586,114,27240.87437499998
-999,-999,-0.051,-0.003,0.992,-1.785,0.42,0.542,19.126,11.476,-15.586,115,27511.447075999982
-999,-999,-0.051,-0.005,0.99,-1.801,0.412,0.397,19.308,12.022,-15.061,116,27782.538783999982
-999,-999,0.075,0.014,0.989,-1.274,0.443,-8.705,18.944,11.658,-15.061,117,28054.14500699998
-999,-999,-0.062,-0.015,0.99,-1.717,0.565,0.099,20.401,12.386,-15.061,118,28326.265926999982
-999,-999,-0.272,-0.142,0.977,0.191,0.977,-47.417,20.765,13.479,-16.111,119,28598.901524999983
-999,-999,-0.047,0.008,0.989,-0.511,0.641,-16.006,21.858,13.844,-16.812,120,28872.051840999982
-999,-999,-0.122,-0.021,0.98,-0.549,0.458,-14.175,23.862,14.754,-16.637,121,29145.71680399998
-999,-999,0.141,0.026,1.006,-0.984,0.603,-11.124,25.319,14.39,-16.987,122,29419.89629899998
-999,-999,-0.047,-0.011,0.986,-1.671,0.45,0.42,25.866,14.936,-15.411,123,29694.590364999982
-999,-999,-0.048,-0.007,0.992,-1.724,0.397,0.443,26.594,13.844,-15.061,124,29969.798949999982
-999,-999,-0.049,-0.008,0.991,-1.694,0.465,0.397,27.505,12.933,-16.287,125,30245.522292999984
-999,-999,-0.048,-0.009,0.989,-1.709,0.587,0.351,26.959,13.844,-17.863,126,30521.765755999983
-999,-999,0.103,0.208,0.938,98.557,-11.879,-12.962,14.39,13.661,-15.236,127,30798.523922999982
-999,-999,-0.059,0.914,0.219,65.651,-1.862,-4.982,-19.672,12.751,-33.974,128,31075.796709999984
-999,-999,-0.004,0.941,0.342,-3.708,-2.998,-1.282,-23.498,14.026,-40.103,128,31353.584082999983
-999,-999,-0.001,0.951,0.315,-1.19,2.19,1.305,-21.676,12.569,-39.753,128,31631.88616499998
-999,-999,0.0,0.978,0.317,6.149,-1.587,-1.068,-23.316,12.386,-40.979,128,31910.702731999983
-999,-999,0.023,0.979,0.232,0.671,0.397,1.572,-25.866,12.751,-42.73,128,32190.034050999984
-999,-999,-0.019,0.971,0.224,0.992,-0.9,-1.389,-25.866,13.115,-42.38,128,32469.879964999986
-999,-999,-0.009,0.963,0.254,-4.173,1.442,3.471,-24.044,12.386,-43.081,128,32750.241110999985
-999,-999,0.004,0.967,0.268,-1.32,-1.617,1.259,-24.044,10.929,-41.68,128,33031.116961999986
-999,-999,0.11,0.995,0.254,-3.494,-14.877,37.582,-23.862,9.654,-40.804,128,33312.511647999985
-999,-999,0.639,0.663,0.264,5.783,0.366,80.719,-20.037,-21.494,-43.781,128,33594.42076499999
-999,-999,0.972,0.349,0.135,-6.073,-3.395,32.303,-6.011,-39.163,-47.809,128,33876.84474399999
-999,-999,1.017,0.224,0.148,-2.129,-7.584,2.182,1.093,-42.259,-47.984,128,34159.783202999984
-999,-999,1.001,0.11,0.181,-1.48,-3.647,-1.35,4.918,-42.442,-46.758,128,34443.23640799998
-999,-999,0.999,0.123,0.171,-2.266,-2.136,-3.914,4.372,-45.174,-46.933,128,34727.20424999998
-999,-999,1.019,0.142,0.154,-4.349,3.143,2.51,4.736,-44.809,-46.933,128,35011.68683499998
-999,-999,1.043,0.136,0.179,1.236,-0.717,-1.717,5.1,-43.717,-47.283,128,35296.683966999975
-999,-999,0.974,0.146,0.198,-4.105,2.579,1.884,3.279,-44.809,-47.283,128,35582.195892999975
-999,-999,1.003,0.213,0.273,-10.704,15.511,-13.664,2.004,-41.713,-44.657,128,35868.22234099997
-999,-999,0.807,0.328,0.407,-13.199,15.9,-8.255,-4.007,-34.245,-36.776,128,36154.76796399997
-999,-999,0.73,0.451,0.609,-6.18,36.53,-33.791,-7.286,-28.051,-29.071,128,36441.82817699997
-999,-999,0.401,0.408,0.79,-30.724,27.023,-30.251,-5.829,-13.479,-21.015,128,36729.402834999964
-999,-999,0.198,0.199,0.933,-29.831,15.32,-36.003,3.643,1.093,-14.36,128,37017.491989999966
-999,-999,0.06,0.203,0.97,-0.916,12.009,-2.419,14.208,9.472,-14.01,128,37306.09584499997
-999,-999,-0.034,0.168,0.99,-5.554,14.389,-10.612,17.487,12.386,-15.061,128,37595.21425699997
-999,-999,-0.031,0.057,0.99,-16.739,4.7,-4.41,20.948,12.933,-15.936,128,37884.84731399997
-999,-999,-0.05,-0.009,0.993,-1.724,0.435,0.374,26.412,14.39,-16.287,128,38174.99506199997
-999,-999,-0.047,-0.011,0.992,-1.839,0.404,0.443,26.412,13.661,-14.886,128,38465.65751399997
-999,-999,-0.056,-0.011,0.99,-1.846,0.542,1.839,27.687,13.479,-14.71,128,38756.83446799997
-999,-999,-0.049,-0.007,0.99,-1.778,0.45,0.42,27.505,12.569,-14.185,128,39048.52626499997
-999,-999,-0.05,-0.008,0.986,-1.801,0.443,0.511,26.959,13.479,-15.761,128,39340.73251799997
-999,-999,-0.05,-0.009,0.99,-1.816,0.481,0.488,28.598,13.297,-15.936,128,39633.45351999997
-999,-999,-0.049,-0.009,0.988,-1.801,0.443,0.359,27.141,12.933,-15.236,128,39926.689159999965
-999,-999,-0.048,-0.005,0.989,-1.785,0.565,0.427,26.776,12.933,-16.287,128,40220.439439999966
-999,-999,-0.05,-0.006,0.988,-1.762,0.473,0.412,27.505,14.026,-14.185,128,40514.70434699996
-999,-999,-0.052,-0.008,0.988,-1.732,0.549,0.45,27.869,13.297,-14.886,128,40809.48379099996
-999,-999,-0.049,-0.007,0.992,-1.762,0.473,0.389,25.501,12.751,-14.01,128,41104.777856999965
-999,-999,-0.05,-0.009,0.99,-1.747,0.443,0.404,27.323,13.115,-15.061,128,41400.58645799996
-999,-999,-0.043,-0.0,0.991,-1.839,0.351,0.397,27.869,12.204,-16.637,128,41696.909689999964
-999,-999,-0.04,-0.0,0.99,-1.808,0.511,0.45,26.776,12.204,-15.236,128,41993.750370999966
-999,-999,-0.041,-0.0,0.99,-1.762,0.465,0.458,27.323,12.751,-15.061,128,42291.105641999966
